,open,close,high,low,volume,money
2011/7/12,3089.14,3056.91,3090.1,3054.8,5710798400,71222640397
2011/7/13,3060.42,3106.25,3108.5,3060.42,5411436700,68294830332
2011/7/14,3112.59,3115.74,3126.15,3092.47,6031493500,79948505027
2011/7/15,3105.5,3128.89,3130.78,3097.34,6155032200,79424849005
2011/7/18,3131.8,3122.6,3137.92,3113.67,6069131100,78225031039
2011/7/19,3108.47,3095.13,3109.92,3088.38,5338870900,68506068928
2011/7/20,3113.7,3091.57,3119.54,3071.85,4411833100,56930993021
2011/7/21,3092.27,3059.14,3099.28,3058.26,4408469100,57942637401
2011/7/22,3066.19,3067.99,3083.19,3059.6,3725725500,49618948350
2011/7/25,3050.9,2968.29,3050.9,2958.88,6718099600,77513632253
2011/7/26,2965.72,2977.77,2980.86,2957.61,4351545700,49560684459
2011/7/27,2961.58,3000.05,3002.69,2951.52,4838561200,58746220328
2011/7/28,2973.64,2981,2984.38,2956.71,4813898400,60678598008
2011/7/29,2981.02,2972.08,2995.97,2948.08,4629825300,54358237266
2011/8/1,2969.11,2977.72,2991.05,2958.83,3388694900,41203123005
2011/8/2,2958.85,2956.38,2958.85,2919.01,3897835700,48435295389
2011/8/3,2930.19,2954.87,2969.13,2927.1,3866836200,49593983761
2011/8/4,2962.91,2960.31,2983.01,2951.84,3298571900,41335656567
2011/8/5,2881.74,2897.42,2916.41,2868.16,4931685400,60240017405
2011/8/8,2864.51,2793.9,2888.77,2747.97,7151776600,83694787456
2011/8/9,2720.95,2798.19,2812.77,2697.06,6984267600,79653278208
2011/8/10,2845.35,2824.12,2858.55,2820.12,5865931200,68580540607
2011/8/11,2779.72,2866.92,2867.31,2777.76,5899768900,69223945409
2011/8/12,2881.55,2875.36,2894.22,2868.87,5719740600,63487643741
2011/8/15,2883.17,2917.88,2917.88,2870.19,5987547600,61102226502
2011/8/16,2920.83,2897.58,2932.14,2888.33,5096268100,57496628333
2011/8/17,2893.85,2886.01,2910.84,2881.63,3917817900,41891853603
2011/8/18,2887.1,2834.25,2890,2832.27,4076888300,45784423192
2011/8/19,2789.35,2807.66,2814.1,2782.56,4325965000,48442961960
2011/8/22,2809.33,2777.79,2829.69,2768.42,3420968500,40136538647
2011/8/23,2788.7,2821,2821,2777.29,3262051400,36441994495
2011/8/24,2834.58,2810.02,2845.47,2804.82,3530156500,41939777958
2011/8/25,2818.7,2903.84,2904.44,2815.91,7221684500,75745960111
2011/8/26,2889.38,2901.22,2907.4,2876.83,4560410200,51759427726
2011/8/29,2875.78,2852.81,2875.78,2847.48,4426785000,49892653226
2011/8/30,2875.14,2841.74,2901.73,2838.33,4313787200,48565790320
2011/8/31,2843.99,2846.78,2855.3,2823.77,3210789900,37624544060
2011/9/1,2852.39,2834.53,2869.25,2825.96,3011870200,35143727252
2011/9/2,2828.84,2803.85,2836.62,2790.77,2931711600,31960598827
2011/9/5,2780.83,2743.82,2780.83,2743.38,3200566000,36040312618
2011/9/6,2727.75,2723.3,2745.36,2711.07,2971398200,33746805052
2011/9/7,2738.79,2779.09,2779.2,2730.05,3326538100,37096662193
2011/9/8,2788.83,2756.11,2789.11,2755.8,2683873500,31209441131
2011/9/9,2770.15,2751.09,2796.35,2739.62,2707350300,30348131114
2011/9/13,2712.44,2720.28,2726.18,2698.66,2671376400,30034340041
2011/9/14,2729.26,2733.11,2736.91,2677.13,3042478000,32858416579
2011/9/15,2734.55,2729.05,2754.19,2728.91,3117192500,32507109143
2011/9/16,2744.22,2733.99,2755.89,2728.99,2755593200,29743911967
2011/9/19,2718.32,2679.27,2718.32,2678.8,2909094100,29731416051
2011/9/20,2675.04,2689.84,2702.28,2664.1,2559868100,27274347411
2011/9/21,2691.7,2771.01,2778.35,2677.35,5619417100,59146487177
2011/9/22,2745.15,2685.69,2754.92,2684.94,4710266000,47793334084
2011/9/23,2644.29,2669.48,2681.23,2631.43,4259222400,45934334698
2011/9/26,2645.24,2610.92,2679.56,2603.11,3917512400,40495022542
2011/9/27,2634.93,2637.88,2652.56,2613.42,3502197400,37301310910
2011/9/28,2654.83,2610.59,2660.1,2602.63,3416955500,36195919556
2011/9/29,2593.56,2588.18,2615.14,2577.29,3709359300,37708584378
2011/9/30,2595.58,2581.35,2607.57,2572.19,3205082200,32376678343
2011/10/10,2588.35,2557.08,2595.32,2552.28,2832512200,28149902145
2011/10/11,2625.16,2551.99,2635.69,2526.65,4502984800,47409892228
2011/10/12,2537.4,2644.76,2647.01,2523.34,6594568000,62822831798
2011/10/13,2636.86,2662.6,2672.91,2629.41,6042620100,56631043777
2011/10/14,2655.36,2653.78,2665.44,2629.88,3833694800,37326709609
2011/10/17,2658.95,2666.95,2687.1,2653.38,3615831500,38101620397
2011/10/18,2646.84,2592.21,2651.73,2589.2,3937344800,39453303360
2011/10/19,2599.92,2583.08,2617.41,2580.66,3111616600,32114967067
2011/10/20,2566.6,2520.53,2570.1,2500.49,3984246200,39409600021
2011/10/21,2522.26,2507.88,2538.12,2504.69,2984350300,29090707044
2011/10/24,2517.06,2576.67,2581.13,2501.96,4634580100,44056731116
2011/10/25,2572.71,2625.43,2633.97,2560.05,5796737500,57533462226
2011/10/26,2613.27,2651.65,2679.66,2611.01,7309824000,69534363517
2011/10/27,2658.43,2657.48,2672.84,2647.3,4882039100,47403219262
2011/10/28,2694.54,2709.02,2729.14,2689.38,7164310500,72908419745
2011/10/31,2704.53,2695.31,2709.32,2680.99,5040711200,52522499085
2011/11/1,2672.51,2697.53,2726.09,2669.05,5520665100,56067605452
2011/11/2,2658.55,2742.39,2742.94,2653.72,6436158400,65327476275
2011/11/3,2752.63,2744.3,2781.04,2743.2,8482076000,90502549983
2011/11/4,2770.57,2763.75,2781.99,2748.98,6195821800,63500868592
2011/11/7,2750.99,2736.25,2769.3,2733.17,4537505600,47761935110
2011/11/8,2745.06,2727.71,2756.09,2723.69,4788425200,47864912703
2011/11/9,2739.15,2751.65,2755.81,2710.05,4687796000,48484230112
2011/11/10,2720.84,2699.59,2729.57,2698.31,5117370200,51793948486
2011/11/11,2705.24,2695,2713.91,2685.1,3663669600,38724219259
2011/11/14,2717.54,2750.2,2751.88,2714.86,4639094300,51333489021
2011/11/15,2746.77,2744.68,2754,2732.91,4175986400,46980738996
2011/11/16,2745.86,2670.12,2746.29,2659.15,5594923900,57844199048
2011/11/17,2671.95,2662.02,2687.83,2660.65,3524765200,37762635927
2011/11/18,2643.67,2606.49,2646.21,2601.18,4241471800,44949477108
2011/11/21,2608.56,2609.69,2613.26,2587.74,2797189600,31175406753
2011/11/22,2592.23,2609.47,2611.15,2580.78,2906907800,31886735092
2011/11/23,2613.29,2584.01,2617.09,2578.16,2853141200,30958563539
2011/11/24,2565.69,2588.91,2604.24,2557.7,3031960100,31894726945
2011/11/25,2585.14,2569.97,2598.39,2563.65,2391376600,27509358470
2011/11/28,2578.34,2573.32,2589.35,2562.49,2566693600,29179539395
2011/11/29,2595.09,2608.57,2609.19,2580.29,3002587800,34962425966
2011/11/30,2600.1,2521.52,2601.9,2507.18,4235264500,42454205363
2011/12/1,2596.15,2583.61,2630.66,2577.72,6352025200,66146809487
2011/12/2,2570.56,2557.31,2575.69,2543.53,3218370300,33168419336
2011/12/5,2561.2,2521.39,2561.2,2517.18,3206338800,32749927399
2011/12/6,2515.04,2516.34,2525.67,2499.57,2629758100,26310941611
2011/12/7,2517.34,2528.23,2534.53,2509.78,2326183900,23433730534
2011/12/8,2525.04,2525,2549.1,2494.69,2777774400,27843683566
2011/12/9,2506.62,2503.46,2525.16,2496.97,2402905900,25477241953
2011/12/12,2497.92,2477.69,2502.05,2476.12,2190124900,21200444065
2011/12/13,2467.02,2421.93,2472.66,2418.67,3571753400,33269154181
2011/12/14,2415.94,2397.48,2433.55,2392.3,2532010900,23753606413
2011/12/15,2382.44,2340.79,2384.47,2340.45,3675083400,33900401991
2011/12/16,2339.98,2390.13,2390.38,2332.14,3630233900,33652058785
2011/12/19,2370.42,2384.41,2387.89,2321.66,3790975200,33711370957
2011/12/20,2376.71,2377.07,2412.57,2373.86,3240232700,29967658690
2011/12/21,2397.28,2339.11,2404.78,2337.69,3120952500,30917839680
2011/12/22,2325.27,2341.34,2358.47,2294.61,3668385800,31845455341
2011/12/23,2337.38,2359.16,2382.71,2331.96,3316190400,29910296920
2011/12/26,2345.55,2335.7,2369.82,2334.79,2822408700,25033053118
2011/12/27,2332.83,2305.03,2346.38,2302.41,2927731400,26777021276
2011/12/28,2295.87,2307.93,2309.64,2267.11,3288202000,28839274201
2011/12/29,2297.29,2311.36,2323.49,2293.87,3088770000,26868223305
2011/12/30,2318.67,2345.74,2349.03,2318.67,3586524300,32362650284
2012/1/4,2361.5,2298.75,2365.99,2298.3,3434456700,32572551267
2012/1/5,2290.78,2276.39,2316.66,2272.15,4301648000,37635272074
2012/1/6,2274.35,2290.6,2291.89,2254.57,3519899200,31079362325
2012/1/9,2291.18,2368.57,2368.89,2271.72,5472734100,51478126954
2012/1/10,2365.77,2447.35,2449.95,2361.28,8115498900,75249157103
2012/1/11,2444.76,2435.61,2453.15,2423.32,5870567400,57587219272
2012/1/12,2426.82,2435.22,2464.38,2423.32,4712127500,47877407259
2012/1/13,2438.41,2394.33,2445.79,2374.55,4551399700,47228338588
2012/1/16,2376.95,2345.65,2394.5,2345.63,3052714500,34410385319
2012/1/17,2347.57,2460.6,2462.43,2329.25,6420564800,64324131068
2012/1/18,2464.92,2422.19,2485.5,2414.53,6389235800,67058838880
2012/1/19,2423.86,2468.35,2480.21,2414.99,5561572600,56377653304
2012/1/20,2476.73,2504.09,2510.34,2462.59,5452978300,57474475709
2012/1/30,2508.88,2460.72,2508.88,2460.4,4351714800,44770885276
2012/1/31,2462.34,2464.26,2472.84,2447.77,3070150100,32694132107
2012/2/1,2458.23,2428.99,2481.66,2423.45,3501537400,37752320797
2012/2/2,2437.47,2486.24,2486.24,2429.71,4206698500,44126383715
2012/2/3,2478.34,2506.09,2514.64,2470.28,4994924000,51507545973
2012/2/6,2511.17,2504.32,2520.76,2488.71,4507990500,47541523547
2012/2/7,2489.03,2457.95,2489.03,2441.7,3967916400,40034277145
2012/2/8,2456.42,2528.24,2534.16,2451,5618645600,61721305024
2012/2/9,2525.59,2529.23,2546.03,2513.13,5929975100,63456204565
2012/2/10,2521.68,2533.62,2560.03,2521.16,6157587700,60029482361
2012/2/13,2504.41,2531.98,2553.45,2496.3,5191397300,54282622440
2012/2/14,2528.97,2522.11,2533.26,2506.54,4043010100,43723682304
2012/2/15,2515.83,2549.61,2562.07,2511.29,5809037000,60422394145
2012/2/16,2544.64,2536.07,2559.34,2519.04,5439543100,55165633314
2012/2/17,2551.82,2537.09,2558.34,2522.86,3899471600,40458003413
2012/2/20,2571.91,2540.71,2574.75,2539.9,5615332900,56748912893
2012/2/21,2544.84,2562.45,2562.91,2520.79,4789480800,47758225547
2012/2/22,2564.32,2597.48,2598.86,2560.34,7637665600,76421806874
2012/2/23,2595.78,2606.26,2614.54,2590.52,7037712600,72612089253
2012/2/24,2607.34,2648.02,2648.02,2602.78,8599970800,88058616716
2012/2/27,2658.12,2656.57,2693.84,2656.57,10151403400,1.0667E+11
2012/2/28,2652.34,2662.46,2671.83,2641.46,7759253600,77213053038
2012/2/29,2655.86,2634.14,2666.65,2631.78,5912020600,64875221164
2012/3/1,2622.74,2633.34,2647.78,2621.86,4214844100,46524079738
2012/3/2,2637.96,2679.93,2679.93,2637.96,6412203400,66981591368
2012/3/5,2687.74,2662.7,2694.61,2660.95,7139545800,74973261138
2012/3/6,2654.8,2621.05,2657.96,2615.6,6244714800,68852557821
2012/3/7,2596.48,2603.01,2628.59,2594.13,5694873300,63243293004
2012/3/8,2612.4,2635.79,2645.95,2612.4,5754941300,64458851045
2012/3/9,2644.1,2664.3,2664.41,2631.41,5525892100,65963441747
2012/3/12,2663.24,2654.4,2666.43,2636.42,6232721600,74367701978
2012/3/13,2653.68,2681.07,2681.33,2649.17,5840446900,66429764308
2012/3/14,2694.47,2605.11,2705.75,2595.34,10842654000,1.1708E+11
2012/3/15,2602.66,2585.55,2618.25,2575.44,7256596000,77042766482
2012/3/16,2591.8,2623.52,2624.32,2577.24,5809125900,67451822278
2012/3/19,2617.66,2630.01,2631.05,2598.63,5764662500,68803937996
2012/3/20,2622.66,2584.45,2622.66,2584.02,5811406500,64263817216
2012/3/21,2597.38,2587.79,2613.27,2569.07,5800254400,66674920148
2012/3/22,2586.94,2583.75,2599.24,2570.45,4492677700,50115505934
2012/3/23,2575.33,2552.94,2578.82,2544.53,4332925600,47812442986
2012/3/26,2551.43,2555.44,2562.93,2540.7,3181621100,36356133943
2012/3/27,2565.55,2547.14,2571.9,2544.37,3594460400,47394454857
2012/3/28,2538.46,2474.9,2540.42,2471.03,5000579000,54993640999
2012/3/29,2463.69,2443.12,2476.48,2429.73,4613130400,48651595893
2012/3/30,2447.94,2454.9,2461.98,2438.49,3702708600,39139734882
2012/4/5,2449.21,2512.83,2517.39,2441.27,5433168700,58049690964
2012/4/6,2509.45,2519.83,2525.53,2502.7,4236857600,47207795088
2012/4/9,2510.53,2495.15,2518.38,2491.59,3537098600,38180751755
2012/4/10,2490.28,2519.79,2519.81,2459.35,4133590500,44064833898
2012/4/11,2494.52,2520.04,2541.13,2489.32,4251031000,43627983913
2012/4/12,2522.83,2570.44,2570.84,2516.57,5648840900,59536950778
2012/4/13,2575.05,2580.45,2593.79,2570.03,5309264300,61892977442
2012/4/16,2564.23,2574.04,2586.2,2559.78,4083970000,42650756402
2012/4/17,2572.36,2541.88,2578.76,2541.53,3781546700,38328417080
2012/4/18,2550.91,2599.91,2602.11,2546,5868840800,59361005883
2012/4/19,2598.33,2596.06,2606.86,2585.3,4644810900,55512931549
2012/4/20,2591.51,2626.84,2627.38,2589.35,6144637900,63829908072
2012/4/23,2624.75,2606.04,2632.09,2599.11,5866493800,62073949557
2012/4/24,2594.8,2604.87,2640.3,2559.46,7113955800,73150514001
2012/4/25,2598.23,2625.99,2631.44,2593.33,6246805300,63529458933
2012/4/26,2632.72,2631.49,2643.77,2617.09,5896566700,64377486667
2012/4/27,2630.55,2626.16,2637.92,2623.6,4823358600,53345515969
2012/5/2,2660.67,2683.49,2697.95,2643.53,8014865400,92366091966
2012/5/3,2679.52,2691.52,2693.88,2675.81,5936109000,72337336415
2012/5/4,2689.62,2715.88,2716.03,2677.14,6321808600,73699551125
2012/5/7,2699.45,2717.78,2717.78,2694.32,6854731400,82715668565
2012/5/8,2717.41,2709.12,2717.82,2683.56,6311084000,73744497984
2012/5/9,2685.19,2657.51,2685.19,2655.32,5840028300,69482578578
2012/5/10,2657.87,2657.21,2667.68,2649.38,4696257600,54056953614
2012/5/11,2652.31,2636.92,2666.57,2636.52,4100614300,49392898299
2012/5/14,2653.81,2615.53,2656.28,2613.35,5208248400,60331294491
2012/5/15,2597.64,2617.37,2618.18,2591.6,4576727100,51374761939
2012/5/16,2610.16,2574.65,2612.63,2574.08,4328027400,47863536278
2012/5/17,2577.96,2613.94,2619.59,2571.2,4372838900,49203910040
2012/5/18,2595.55,2573.98,2603.19,2567.3,4342212400,46907511775
2012/5/21,2572.37,2587.23,2604.22,2563.97,3860209000,44300405781
2012/5/22,2598.17,2627.53,2627.6,2597.6,4277352900,49392413014
2012/5/23,2621.79,2616.87,2635.78,2598.29,4371953100,52563403310
2012/5/24,2613.09,2595.26,2630.41,2588.21,4284406600,50064439874
2012/5/25,2595.26,2573.1,2602.17,2565.65,3927300400,41420081778
2012/5/28,2562.6,2614.69,2614.85,2545.34,5633927500,58412343035
2012/5/29,2615.14,2650.85,2658.26,2612.56,7213563700,78681504585
2012/5/30,2646.37,2642.26,2655.16,2636.52,5185543600,56976275428
2012/5/31,2623.16,2632.04,2645.59,2617.23,4410746900,49875041384
2012/6/1,2633.6,2633,2653.86,2623.29,4419105600,53843404285
2012/6/4,2598.73,2559.03,2608.32,2558.92,5247850200,60615569451
2012/6/5,2565.19,2558.84,2573.89,2548.76,3777991000,43553303591
2012/6/6,2564.23,2557.4,2573.74,2547.33,3385769400,41316908581
2012/6/7,2579.43,2542.18,2584.04,2536.26,3484118600,42053000073
2012/6/8,2558.84,2524.33,2559.13,2520.41,4385642600,47638005888
2012/6/11,2529.6,2558.26,2565.43,2523.77,4009826000,43449657466
2012/6/12,2543.76,2540.18,2553.91,2529.95,3793667600,40259911520
2012/6/13,2546.79,2580.64,2581.11,2539.63,4501456800,51291269477
2012/6/14,2573.33,2560.42,2584.71,2558.57,4024793400,46331822555
2012/6/15,2565.19,2568.05,2580.17,2538.57,4278607800,48868302897
2012/6/18,2576.63,2581.21,2593.22,2572.99,3569362800,40852450181
2012/6/19,2577.36,2558.62,2577.36,2556.1,3270055300,37020041266
2012/6/20,2563.64,2552.61,2570.66,2549.44,2985063900,33573669769
2012/6/21,2547.05,2512.18,2547.05,2502.42,3539673200,38607959039
2012/6/25,2501.16,2456.52,2501.16,2455.01,4010673500,42503507171
2012/6/26,2442.56,2454.91,2465.12,2434.64,3173400800,33896511717
2012/6/27,2452.67,2447.2,2470.76,2444.34,3000755300,31437597414
2012/6/28,2451.66,2425.73,2459.19,2425.24,3054311300,34418793210
2012/6/29,2418.86,2461.61,2462.82,2417.49,3799494100,40976538386
2012/7/2,2473.55,2465.24,2473.97,2452.99,4051007800,45651476527
2012/7/3,2464.85,2468.72,2490.55,2457.45,3869335400,45004653879
2012/7/4,2474.53,2464.92,2481.34,2455.99,3445214200,37837659888
2012/7/5,2450.3,2430.37,2450.3,2420,3472614500,35946204421
2012/7/6,2435.06,2472.61,2477.23,2420.36,4961060500,56601778899
2012/7/9,2455.89,2416.04,2470.2,2414.95,4922330200,54601732513
2012/7/10,2411,2406.71,2426.53,2402.37,3554998400,38539025245
2012/7/11,2402.18,2425.57,2427.8,2402.15,3762431200,39851892244
2012/7/12,2420.04,2449.18,2460.56,2404.58,5671769100,65137536868
2012/7/13,2441.01,2450.63,2467.99,2438.98,3672525600,42013581196
2012/7/16,2452.59,2399.73,2452.59,2399.61,4277187000,45844882072
2012/7/17,2391.9,2414.2,2421.93,2391.28,3342432900,38285441648
2012/7/18,2412.06,2414.34,2420.78,2373.65,4175178800,44325492550
2012/7/19,2407.44,2424.32,2444.06,2401.29,4694905200,47704038961
2012/7/20,2415.71,2398.45,2423.8,2392.18,3761975400,36683623955
2012/7/23,2379.89,2365.43,2379.89,2357.51,3239036900,33178928582
2012/7/24,2353.22,2375.99,2392.35,2352.8,3031007900,31149105846
2012/7/25,2368.38,2360.08,2381.04,2357.47,2489650100,25730598144
2012/7/26,2360.13,2347.49,2374.87,2344.7,3131409400,31326395007
2012/7/27,2353.94,2349.11,2364.98,2341.29,3109052500,33048182067
2012/7/30,2350.78,2335.79,2367.03,2334,3048485100,29907972257
2012/7/31,2336.88,2332.92,2350.07,2329.51,3209972300,31196332451
2012/8/1,2332.13,2358.65,2371.12,2331.95,3142084800,31277764382
2012/8/2,2354.07,2334.88,2358.56,2325.61,3151615900,29751166648
2012/8/3,2340.25,2353.74,2354.16,2329.93,2976978500,31106947335
2012/8/6,2350.12,2385.61,2388.36,2348.12,4182066500,43686686303
2012/8/7,2383.26,2388.87,2390.78,2379.45,3828548900,40403711505
2012/8/8,2390.96,2389.8,2405.18,2382.82,3781045100,41340862162
2012/8/9,2388.43,2411.7,2412.14,2378.85,3565895100,43256096919
2012/8/10,2409.94,2399.75,2413.42,2395.91,3470299500,40699222527
2012/8/13,2394.5,2351.93,2394.5,2350.81,4478354600,46249676189
2012/8/14,2352.66,2357.02,2357.85,2324.91,3985006600,42404687531
2012/8/15,2350.02,2331.61,2350.02,2330.15,3058017600,30332554840
2012/8/16,2327.91,2319.67,2335.4,2317.06,2590290500,27076003542
2012/8/17,2318.43,2313.48,2322.89,2295.16,2606571700,28629966797
2012/8/20,2294.9,2301.79,2307.41,2279.95,2740203300,27174816852
2012/8/21,2301.93,2313.7,2327.38,2296.55,3489510000,34757869338
2012/8/22,2315.14,2295.59,2317.37,2285.76,3170841200,31547519179
2012/8/23,2298.18,2302.2,2311.65,2285.37,3133534200,33789603948
2012/8/24,2295.68,2275.68,2299.3,2274.57,3186959100,32986336544
2012/8/27,2268.49,2228.2,2268.49,2228.15,3738619100,35384156112
2012/8/28,2226.9,2238.41,2250.6,2222,3377361500,30331076332
2012/8/29,2230.2,2214.81,2240.11,2214.43,2901064800,27396186648
2012/8/30,2204.51,2211.37,2223.2,2188.72,3549131000,33867206099
2012/8/31,2205.57,2204.87,2218.87,2203.12,2596498600,23340891008
2012/9/3,2201.12,2228.37,2236.56,2197.71,3854859200,35299176728
2012/9/4,2231.72,2204.41,2234.88,2199.51,3485268800,33220203922
2012/9/5,2199.74,2199.88,2209.54,2186.96,3475182400,30445168179
2012/9/6,2204.44,2217.82,2218.68,2199.86,3169588400,26873315868
2012/9/7,2233.91,2317.18,2341.52,2233.91,9452976400,84302249171
2012/9/10,2320.56,2326.67,2334.5,2313.57,6533055400,63252038538
2012/9/11,2316.53,2311.89,2316.53,2294.82,4626071900,43389766043
2012/9/12,2325.93,2320.07,2337.2,2298.3,4962251800,46485174475
2012/9/13,2316.68,2298.46,2325.53,2298.37,4204984900,38023998305
2012/9/14,2324.01,2315.54,2332.42,2298.83,6157181400,55438612876
2012/9/17,2312.05,2258.7,2314.99,2258.18,4898473400,43753169666
2012/9/18,2249.43,2235.24,2253.14,2228.04,3322869600,30171497189
2012/9/19,2237.22,2246.24,2249.24,2229.49,3434970600,32607010935
2012/9/20,2236.19,2195.95,2236.19,2194.22,4254577900,38385856464
2012/9/21,2190.33,2199.06,2217.47,2186.53,3812059300,34043368088
2012/9/24,2183.97,2215.52,2225.8,2172.88,3750168600,33608761246
2012/9/25,2209.97,2210.15,2225.33,2202.38,2787701900,26677064455
2012/9/26,2208.91,2184.89,2216.82,2181.08,2745462600,24918916453
2012/9/27,2186,2251.72,2266.3,2185.77,5301690000,48210577766
2012/9/28,2235.06,2293.11,2297.03,2234.32,5787582500,54431465854
2012/10/8,2291.96,2270.05,2305.18,2258.11,3553442400,33915840250
2012/10/9,2281.75,2320.16,2327.73,2281.75,5254888700,48330196363
2012/10/10,2314.59,2324.12,2325.75,2304.61,4268623800,37873996221
2012/10/11,2315.9,2302.53,2321.35,2300.93,4130065500,36172963459
2012/10/12,2311.28,2304.53,2332.15,2287.01,3687414500,33205903773
2012/10/15,2306.01,2294.86,2307.88,2278.46,2865174600,28569021615
2012/10/16,2293.24,2298.16,2315.45,2287.59,3205967900,32705140504
2012/10/17,2307.36,2300.8,2312.17,2280.82,3334940900,31270899032
2012/10/18,2307.49,2336.08,2341.12,2305.88,5061510000,45050292530
2012/10/19,2335.11,2332.47,2342.53,2328.73,3592773200,33173031578
2012/10/22,2320.47,2341.59,2347.89,2315.89,3436828600,32815273277
2012/10/23,2340.89,2312.08,2344.04,2309.25,3722127200,33716876575
2012/10/24,2303.4,2307.78,2321.43,2302.17,3754244500,30392377974
2012/10/25,2306.73,2291.24,2322.92,2288.6,4435153100,33183528714
2012/10/26,2291.31,2247.91,2293.18,2237.06,4090051900,34530067051
2012/10/29,2241.8,2235.85,2248.14,2227.65,2758132500,25328650697
2012/10/30,2236.32,2239.88,2257.95,2231.78,3408312500,29516628523
2012/10/31,2241.43,2254.82,2256.09,2233.68,3716979500,30634360248
2012/11/1,2256.61,2297.88,2305.63,2256.41,5076172900,45602138249
2012/11/2,2297.9,2306.77,2309.67,2284.72,3983328800,34893875754
2012/11/5,2302.74,2301.88,2318.23,2290.14,3951037200,33663152794
2012/11/6,2301.98,2292.21,2304.05,2260.51,3928062700,34473381993
2012/11/7,2288.76,2287.51,2300.89,2277.02,3306740300,30278449435
2012/11/8,2269.58,2245.41,2275.4,2245.4,3542647500,30411864845
2012/11/9,2241.76,2240.92,2252.2,2235.23,3050696800,24374277793
2012/11/12,2242.96,2251.85,2254.7,2232.74,3472168500,29040821378
2012/11/13,2250.84,2212.44,2250.84,2208.72,3408370400,28818451577
2012/11/14,2213.09,2223.11,2225.12,2206,2675879000,23592323468
2012/11/15,2210.75,2193.62,2220.99,2193.52,2831915100,23778694920
2012/11/16,2189.51,2177.24,2191.61,2162.98,3024778600,26118247405
2012/11/19,2175.18,2174.99,2176.49,2149.54,2697866600,26737221714
2012/11/20,2180.2,2164.88,2184.33,2163.53,2394891600,22999196160
2012/11/21,2165.41,2194.9,2195.46,2151.38,3050848200,27121949931
2012/11/22,2181.18,2177.55,2185.58,2169.66,2291235100,21536153037
2012/11/23,2184.41,2192.68,2202.47,2179.73,2866749300,26307630050
2012/11/26,2187.24,2175.6,2191.36,2172.1,2474269600,22231498412
2012/11/27,2168.59,2150.64,2173.46,2150.22,3194674600,26149735216
2012/11/28,2142.5,2129.16,2144.8,2126.03,3000933900,24423321714
2012/11/29,2128.8,2115.68,2140.88,2114.48,2967062500,24016256021
2012/11/30,2114.24,2139.66,2142.86,2109.96,3640691100,28552066162
2012/12/3,2136.7,2108.85,2152.61,2108.15,4018676200,34173653616
2012/12/4,2104.93,2131.47,2135.66,2102.14,3622591500,31732336903
2012/12/5,2128.39,2207.88,2219.09,2126.79,8248710300,69109050480
2012/12/6,2205.61,2203.6,2216.98,2191.23,4857468900,42758570153
2012/12/7,2203.89,2246.76,2250.53,2198.11,7616974800,64996499283
2012/12/10,2254.91,2271.05,2276.28,2250.44,7337547500,61399772028
2012/12/11,2263.21,2258.5,2274.99,2254.3,5146870300,45087981874
2012/12/12,2257.73,2267.77,2273.21,2247.95,4500645400,39182538242
2012/12/13,2260.6,2242.64,2266.72,2242.56,4194210000,36665684856
2012/12/14,2245.64,2355.86,2357.11,2245.64,11089256200,93934741143
2012/12/17,2359.2,2366.7,2380,2358.66,9408819500,85000820332
2012/12/18,2361.09,2368.12,2398.63,2347.08,8578484900,78802837302
2012/12/19,2362.8,2371.11,2387.14,2358.03,6329253000,61140748228
2012/12/20,2361.32,2384.82,2391.92,2346.55,6565546200,63028692015
2012/12/21,2386.38,2372,2414.22,2365.03,6871415800,66887708129
2012/12/24,2368.01,2381.22,2396.72,2367.04,5308700400,54121541302
2012/12/25,2373.88,2448.39,2459.3,2365.41,9550235000,89877770350
2012/12/26,2445.99,2457.62,2458.01,2441.64,7159182800,68406242066
2012/12/27,2464.78,2444.59,2479.79,2443.68,7325506700,69327603833
2012/12/28,2448.08,2480.05,2481.59,2444.38,6716632100,66053288179
2012/12/31,2485.56,2522.95,2522.95,2485.56,8200229300,81149079560
2013/1/4,2551.81,2524.41,2558.53,2498.89,9798818200,95579245007
2013/1/7,2518.05,2535.99,2545.97,2511.6,7516799300,73167512509
2013/1/8,2534.65,2525.33,2540.51,2502.49,7183710000,76498061772
2013/1/9,2518.1,2526.13,2534.24,2504.3,7023117000,74233596955
2013/1/10,2525.59,2530.57,2553.35,2513.73,7108586200,71159045499
2013/1/11,2533.49,2483.23,2539.79,2473.7,7423917600,72775921987
2013/1/14,2474.18,2577.72,2583.63,2474,9355409100,96853471373
2013/1/15,2579.13,2595.86,2605.41,2576.92,9862080500,1.01357E+11
2013/1/16,2591.36,2577.09,2600.09,2540.52,9353608400,95564995007
2013/1/17,2570.71,2552.76,2575.06,2539.67,6991523900,71716118533
2013/1/18,2568.69,2595.44,2607.45,2553.45,7794030300,77435163470
2013/1/21,2605.65,2610.9,2611.2,2582.65,8413374200,85357442058
2013/1/22,2610.39,2596.9,2620.03,2578.18,10576627500,1.02261E+11
2013/1/23,2588.2,2607.46,2611.41,2576.36,7573944400,72758926411
2013/1/24,2606.43,2582.76,2663.4,2564.21,11127717200,1.09538E+11
2013/1/25,2580.88,2571.67,2591.51,2567.11,5848735900,60689373994
2013/1/28,2577.27,2651.86,2651.97,2577.27,9127479000,98173275704
